track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cluster,pca1,pca2
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,7.0,1,73,88,67,20,0,32,5,1,-0.8741942617293951,-0.695337267689129
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,1.0,0,82,42,75,6,0,63,6,2,-1.2792629379562719,-1.6668409722432573
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,7.0,1,56,20,54,67,0,6,5,3,2.2680868067974047,0.3277597849615759
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,5.0,1,65,88,72,36,14,20,3,1,-0.08637040200361616,-1.1053912721488997
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,3.0,0,63,29,62,4,0,18,4,2,0.027825674653217235,-0.41369714992839746
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,1.0,1,85,42,80,6,0,17,14,1,-1.1518842365730775,-0.5139400984314073
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,9.0,1,72,90,48,32,0,18,23,0,-0.22919308897951407,1.1566556898469065
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,9.0,0,83,90,64,35,5,9,4,2,-1.122113933573885,1.278868415794047
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,15,0,0,77,11.0,1,81,68,58,83,0,11,34,0,0.24681786780827925,3.0533369099871557
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,8.0,1,57,30,89,10,0,33,8,1,-0.30801507880527923,-1.7553954579215085
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,7.0,1,51,21,63,5,0,41,3,1,0.9468983858853419,-2.2286441832011175
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,4.0,0,71,90,81,31,2,13,3,2,-1.4005987470594274,0.07759048465066168
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,0,0,2,0,0,92,6.0,1,83,56,82,10,0,9,5,1,-1.2728989673959807,-0.21737770792820527
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,5.0,1,56,25,45,1,3,7,3,3,1.3481704428491716,-0.6548146301050599
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,4.0,0,60,46,71,3,0,16,4,2,-0.45248875856504966,-0.7582357700575224
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,3.0,1,52,28,48,54,1,19,3,3,2.1816960554856912,-0.2505925376448472
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,8,0,1,110,5.0,0,81,61,93,49,0,12,11,2,-1.378175325754948,0.5913199867497739
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,0,0,7,90,11.0,0,68,54,76,21,0,11,20,2,-0.9709442821599181,1.0216097276826517
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,0,154,6.0,0,70,97,62,47,0,10,4,2,-0.580956380592843,0.8460553978380768
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,0,105,4.0,0,54,59,83,0,44,20,4,4,-0.09409710961830653,-2.0451980727639083
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,1.0,0,70,87,88,4,0,26,8,2,-2.1672739082626,-0.8102117689926073
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,1.0,1,91,59,82,8,0,6,8,1,-1.6002033712466137,-0.12485016458796817
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,4.0,0,51,5,68,12,2,15,6,2,0.8961465004246674,-1.023206807847535
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,1.0,1,73,62,75,0,0,34,8,1,-1.102176391854009,-1.2894158205083583
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,15,1,4,120,8.0,0,81,72,65,4,0,14,4,2,-1.409156338383104,0.43092061449902336
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,2.0,1,80,36,86,4,0,3,5,1,-0.9961145965859819,-0.6761824048574432
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412,18,124,24,1,0,140,5.0,0,44,41,92,0,0,44,7,2,-0.6940453679454718,-2.5442384884996967
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,0,97,2.0,1,78,31,72,1,0,11,4,1,-0.4443835889291169,-0.7248235793828566
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,99,125,6.0,1,45,67,90,9,11,10,5,1,-0.2973377785705312,-1.8420230059686684
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,3.0,0,80,55,56,13,0,8,9,2,-0.6714775554395138,1.0034043686553005
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,10.0,0,88,8,49,9,0,9,14,2,0.10545318547181798,1.2187266798626877
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,9.0,1,88,52,69,0,0,8,23,0,-1.2642155852310544,0.6394059455404172
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,54,0,0,130,6.0,1,95,83,57,54,0,10,25,0,-0.7517232293963955,2.2246649541041332
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,49,3,57,0,0,90,1.0,1,85,80,83,10,0,8,11,1,-1.8857332792904313,0.060986433554750245
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,8.0,0,44,44,67,7,0,12,13,2,0.2567951367763049,-0.7187503193675396
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,1.0,1,58,68,91,2,0,27,11,1,-1.2134785461073043,-1.863396385662655
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,17,0,24,0,30,130,3.0,0,71,78,40,46,0,7,45,0,-0.11530444015246831,3.1814042994273626
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,20,0,0,126,1.0,1,63,56,43,24,0,12,23,0,0.7101182109280381,0.7174486878651826
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,4.0,0,72,18,46,7,0,28,8,2,0.5201436576259267,-0.1388329516045442
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,18,0,0,172,8.0,0,74,46,58,15,0,13,8,2,-0.2331388011510657,0.2865995135899335
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,0,103,8.0,1,61,38,62,14,0,23,40,0,-0.013619712175023935,0.784300638887736
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484,39,47,36,0,0,122,10.0,0,55,46,64,0,0,17,10,2,-0.2331287132570018,-0.24617943960757543
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,11.0,1,47,56,90,0,0,10,4,1,-0.5422529263477293,-1.6328135145431222
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,10.0,0,81,70,65,24,0,8,4,2,-1.0183277973004476,1.0679833083201447
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,5.0,1,90,73,51,39,0,9,6,1,-0.23645040522727617,1.1555249596464983
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,28,67,195,0,0,145,7.0,1,56,43,53,24,0,12,4,3,1.10943146705708,-0.5006256116596981
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10,43,3,1,0,99,7.0,0,79,64,59,28,0,11,14,2,-0.7104088912192915,1.4366232487336952
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,10.0,0,79,66,65,5,0,25,14,2,-1.4367176202037752,0.755880145798754
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,9.0,1,81,90,73,28,0,29,4,1,-1.2376186799186648,-0.21287943182620045
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,0,113,8.0,1,70,97,59,55,0,27,12,1,-0.19006437728990455,0.7397905511038713
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,11.0,1,82,49,88,20,0,21,3,1,-1.0871292155600458,-0.7453287198537806
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22,2,65,1,3,135,8.0,1,77,74,74,47,0,34,8,1,-0.539740814577466,-0.2474091688602726
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,1.0,0,67,72,74,30,0,36,4,2,-0.8454979761332613,-0.636445411362564
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,1.0,1,37,28,66,14,0,9,5,3,1.4099019998477607,-1.7799030230247945
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,3.0,0,77,78,91,14,0,33,12,2,-2.2035196852817043,-0.5751049685363333
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,1.0,1,90,75,50,11,0,9,26,0,-1.0388491459547051,1.5947733270165894
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,8.0,0,70,58,57,25,0,15,7,2,-0.12484788670908673,0.38519245000994773
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,10.0,0,65,79,66,31,0,22,7,2,-0.6906360469676995,0.5761119299497172
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,1.0,0,65,52,80,5,0,6,25,0,-1.134716921054502,-0.051484448921864205
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,1.0,1,34,22,31,43,63,10,7,4,4.4539228098589465,-1.3189875366695332
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,5.0,1,56,21,44,73,0,11,2,3,2.764313278602347,0.1467090146321884
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,1.0,1,37,17,27,75,5,10,3,3,4.07222514390466,0.11638823577626735
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,4.0,0,70,26,76,8,0,54,23,2,-0.7913555730862377,-1.0385025307329274
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,6,1,6,0,0,92,10.0,1,81,48,70,13,0,15,7,1,-0.6710984482303678,0.12146502336295943
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,1.0,0,64,4,60,11,0,19,4,2,0.703025548293565,-0.6446488179082721
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,11.0,0,82,75,85,33,1,11,4,2,-1.6057208960764098,0.6132279583955232
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,2.0,1,78,75,62,6,0,15,6,1,-0.9099561079465684,-0.0792229236114437
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,5.0,0,70,26,56,14,83,11,5,4,2.0531759863862566,-1.6252130165486258
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,78,65,328,1,198,130,2.0,1,52,24,60,0,0,8,3,1,0.9509342977582099,-1.3511992667354549
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,3.0,0,65,24,53,6,0,51,4,2,0.2991126979291482,-1.0786255342722126
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,13,0,0,102,9.0,1,84,43,75,5,0,6,8,1,-0.9486596806687125,0.11570635550212127
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,4.0,0,73,65,91,4,0,48,18,2,-2.1161049211492644,-1.144420059895119
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,9.0,1,66,24,58,17,0,19,5,1,0.8248466040766144,-0.6616832289346497
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,7.0,1,57,24,37,11,18,16,3,3,2.0742958068717656,-0.8110503667982188
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,7.0,1,72,92,77,9,0,8,11,1,-1.4540285875367966,-0.19451858742758035
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,2.0,1,57,50,85,5,0,16,4,1,-0.47427489051024685,-1.738072695134249
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,7.0,1,92,53,62,7,0,63,10,1,-1.060364420859292,-1.0453523024182811
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,5.0,0,74,22,67,0,0,11,46,0,-0.8523541433080902,1.308264522704796
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,14,12,12,2,28,138,10.0,1,80,82,81,14,0,13,36,0,-1.9435605693876878,1.1239760989206071
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,30,0,0,161,10.0,0,59,62,60,12,0,5,44,0,-0.6760499368848187,1.861443270982287
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,8.0,0,91,23,55,1,0,7,32,0,-0.8550927705972156,1.9280660786154178
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,4.0,0,75,45,63,6,0,35,12,2,-0.7492785354606963,-0.2907753354097937
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,4.0,0,80,16,28,17,0,12,39,0,0.6309442139753006,2.798396121064003
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,7.0,1,75,11,50,20,0,30,17,1,0.8687436430921784,0.0796897362212606
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,9.0,1,84,33,36,2,0,39,59,0,-0.22968485001031838,1.9579254712361345
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,4.0,1,66,12,35,55,0,9,14,3,2.4038876325470477,0.9781576247728804
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,1.0,1,73,25,61,1,0,32,7,1,0.10249042001492044,-1.179608317333088
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,7.0,1,77,20,70,1,0,16,5,1,-0.13600449316115143,-0.8506680082132536
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,7.0,1,48,55,84,43,0,15,12,1,0.37097872723393316,-0.9601225467534815
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,8,1,7,0,0,114,2.0,0,62,25,44,51,33,14,3,4,2.343285696195159,-0.11098566761648626
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,5.0,1,93,62,61,0,0,12,20,1,-1.3238767921296597,0.7041200736787785
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,5.0,1,54,22,76,0,0,14,3,1,0.36580548022572495,-1.7271528357088088
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,5.0,0,85,40,43,4,0,39,32,0,-0.6038408648176294,1.119994400412555
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,2.0,1,64,11,53,1,0,25,27,0,0.6845469587322461,-0.29384870715330313
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,5.0,1,57,55,74,22,0,8,4,1,0.0701372943921634,-0.6374874948951487
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,61,13,37,1,0,144,9.0,1,60,24,39,57,0,8,3,3,2.425484945597141,0.4918059841630742
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,6.0,1,42,7,24,83,1,12,6,3,4.298600649367019,0.37786292972303775
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683,2,0,7,0,0,92,1.0,1,80,81,67,4,0,8,6,1,-1.2650150339455066,0.021382270917697982
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612,29,26,17,0,0,97,1.0,1,82,67,77,8,0,12,5,1,-1.3038549022596628,-0.41053789169208005
Alone,Burna Boy,1,2022,11,4,782,2,96007391,27,18,32,1,0,90,4.0,0,61,32,67,15,0,11,5,2,0.08457754834778097,-0.16379694366860112
